,id,is_bjork_inspo,title,artist,album,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_bars,num_sections,num_segments
153,7brZQyeYX74GBJH8AeoGsI,True,Merck,Balil,Bytes,['Balil'],0.617,0.702,5,-14.511,1,0.0495,0.0624,0.71,0.114,0.205,120.011,273760,4,137,10,1437
154,2SsXeucoWAvFGofcdVlzl5,True,Jauqq,"Close, Up, Over",Bytes,"['Close, Up, Over']",0.795,0.972,1,-11.374,1,0.0477,0.00876,0.884,0.0727,0.786,121.991,346667,4,175,9,2240
155,61V6ARd9U7vZigSHmR03uJ,True,3/4 Heart,Balil,Bytes,['Balil'],0.552,0.641,9,-13.188,0,0.0348,0.26,0.739,0.0757,0.58,124.016,454973,4,219,17,2133
156,7IS4qnA7CjnmOgMYyY0dbF,True,Tep And The Logic,James Blake,James Blake,['James Blake'],0.465,0.145,0,-23.031,0,0.0321,0.785,0.921,0.186,0.123,139.973,162440,4,92,7,446
157,25eWznlRQDXJ2xA9LonWCT,True,Unluck,James Blake,James Blake,['James Blake'],0.705,0.488,3,-11.48,1,0.314,0.634,0.00055,0.176,0.213,139.232,180400,4,103,6,810
158,2V1SLAJhFAWhKlI3VHdhsz,True,The Wilhelm Scream,James Blake,James Blake,['James Blake'],0.547,0.286,7,-12.31,1,0.164,0.771,0.921,0.0914,0.378,170.015,277040,4,190,14,981
159,69AuSMhwPeOdrP9RwTecGA,True,I Never Learnt To Share,James Blake,James Blake,['James Blake'],0.384,0.297,2,-11.366,1,0.0646,0.29,0.0268,0.165,0.127,139.897,291547,4,167,11,797
160,2DeMDoUNB6xXxee5ONkLwm,True,Lindisfarne I,James Blake,James Blake,['James Blake'],0.541,0.00513,0,-24.202,1,0.199,0.9,4.98e-05,0.0839,0.187,80.095,162168,4,52,7,269
161,4ph9s8ovRfwduC7xJv2uKt,True,Lindisfarne II,James Blake,James Blake,['James Blake'],0.616,0.124,0,-18.345,1,0.0764,0.943,0.629,0.109,0.496,79.714,181707,4,58,9,575
162,2bN58GareTPp89qlI9j0rk,True,Limit To Your Love,James Blake,James Blake,['James Blake'],0.801,0.277,10,-10.229,0,0.1,0.58,0.137,0.0776,0.0544,139.903,276720,4,160,8,790
163,6QgPfp0ARMLlie81jVfsUb,True,Give Me My Month,James Blake,James Blake,['James Blake'],0.484,0.0672,2,-16.833,1,0.0518,0.994,0.0235,0.154,0.33,138.056,116107,5,63,6,231
164,0tpYswYQCVicATMfTO8ONh,True,To Care (Like You),James Blake,James Blake,['James Blake'],0.583,0.287,8,-16.406,0,0.141,0.778,0.194,0.289,0.0395,146.141,232880,4,138,9,919
165,2osDkaUfp4oUaTfD8OxAR2,True,Why Don't You Call Me,James Blake,James Blake,['James Blake'],0.467,0.0977,4,-16.422,0,0.0463,0.992,0.839,0.104,0.1,95.957,95880,3,45,4,193
166,5AlKJl0f9SRP6ZCqEe1RZU,True,I Mind,James Blake,James Blake,['James Blake'],0.531,0.432,4,-11.947,0,0.0475,0.621,0.492,0.129,0.198,109.971,211333,4,94,8,884
167,73ZLjNUIAn7UFW80t7QyKy,True,Measurements,James Blake,James Blake,['James Blake'],0.557,0.139,9,-16.592,1,0.0458,0.899,2.18e-06,0.134,0.21,60.015,262907,4,63,12,696
168,7rFVW7vmj07hzvJeRra5SE,True,You Know Your Youth,James Blake,James Blake,['James Blake'],0.595,0.16,5,-18.422,0,0.149,0.871,0.104,0.105,0.514,67.297,142480,3,49,7,350
169,1QqBhlB5tS3Xdm8DfLCP1k,True,Once We All Agree,James Blake,James Blake,['James Blake'],0.3,0.357,11,-10.047,1,0.0362,0.973,0.194,0.173,0.0899,77.595,263293,3,112,13,795
170,6i3w85kgTtDa4JLL4rQl5N,True,We Might Feel Unsound,James Blake,James Blake,['James Blake'],0.433,0.562,10,-11.398,0,0.124,0.833,0.307,0.122,0.088,149.974,240547,4,145,12,907
171,2D369Iv0P8FplOVp5ZMel7,True,Fall Creek Boys Choir,James Blake,James Blake,"['James Blake', 'Bon Iver']",0.556,0.269,5,-12.234,1,0.0502,0.946,0.00492,0.0834,0.173,99.902,273693,4,112,14,726
172,6sZRhv00LRKzFl8QpYiD1w,True,A Case Of You,James Blake,James Blake,['James Blake'],0.459,0.276,7,-11.192,1,0.08,0.933,0.000208,0.114,0.474,166.912,177400,4,119,10,568
173,5Q9FGhEM6GZaaFsPBLkDyf,True,Not Long Now,James Blake,James Blake,['James Blake'],0.446,0.128,10,-17.555,1,0.0574,0.947,0.241,0.115,0.0463,135.658,323667,4,181,10,945
174,0MnMMzi93DAyPXng4SVQly,True,Enough Thunder,James Blake,James Blake,['James Blake'],0.41,0.136,10,-12.331,1,0.0445,0.985,0.000591,0.0926,0.207,109.999,255293,3,159,10,688
